Sobic.001G019300	paper_42
Sobic.001G087100	paper_26
Sobic.001G087100	paper_4
Sobic.001G087100	paper_39
Sobic.001G095500	paper_0
Sobic.001G095700	paper_33
Sobic.001G112500	paper_39
Sobic.001G230050	paper_61
Sobic.001G230700	paper_26
Sobic.001G294700	paper_51
Sobic.001G303900	paper_51
Sobic.001G304500	paper_75.pdf
Sobic.001G386700	paper_32
Sobic.001G489700	paper_61
Sobic.002G002800	paper_28
Sobic.002G133700	paper_28
Sobic.002G321300	paper_38
Sobic.002G355700	paper_3
Sobic.002G355800	paper_3
Sobic.002G355900	paper_3
Sobic.002G356000	paper_3
Sobic.003G004500	paper_19
Sobic.003G066000	paper_85.pdf
Sobic.003G103300	paper_81.pdf
Sobic.003G201000	paper_75.pdf
Sobic.003G324400	paper_28
Sobic.003G379500	paper_16
Sobic.003G379700	paper_10
Sobic.004G005100	paper_38
Sobic.004G068800	paper_38
Sobic.004G099900	paper_75.pdf
Sobic.004G154200	paper_19
Sobic.004G154300	paper_19
Sobic.004G236000	paper_42
Sobic.004G244600	paper_19
Sobic.004G280800	paper_45
Sobic.004G280800	paper_42
Sobic.004G280800	paper_67.pdf
Sobic.004G280800	paper_20
Sobic.004G281000	paper_45
Sobic.004G281000	paper_8
Sobic.004G281200	paper_45
Sobic.004G281900	paper_81.pdf
Sobic.004G282400	paper_18
Sobic.004G282500	paper_18
Sobic.004G282700	paper_18
Sobic.004G297200	paper_61
Sobic.004G297400	paper_61
Sobic.004G297500	paper_61
Sobic.004G305700	paper_67.pdf
Sobic.005G209900	paper_26
Sobic.005G210500	paper_45
Sobic.005G216833	paper_19
Sobic.005G217500	paper_19
Sobic.005G225500	paper_19
Sobic.005G228400	paper_79.pdf
Sobic.006G039100	paper_28
Sobic.006G050400	paper_18
Sobic.006G068300	paper_16
Sobic.006G115600	paper_3
Sobic.006G157800	paper_75.pdf
Sobic.006G157700	paper_75.pdf
Sobic.006G184300	paper_0
Sobic.006G193700	paper_18
Sobic.006G193600	paper_18
Sobic.006G261100	paper_61
Sobic.007G028900	paper_8
Sobic.007G059200	paper_0
Sobic.007G111700	paper_28
Sobic.007G111700	paper_42
Sobic.007G160400	paper_85.pdf
Sobic.007G168200	paper_45
Sobic.008G100400	paper_51
Sobic.008G111300	paper_57
Sobic.008G111600	paper_57
Sobic.008G111800	paper_70.pdf
Sobic.008G111500	paper_57
Sobic.008G157900	paper_0
Sobic.008G158332	paper_57
Sobic.009G072400	paper_55
Sobic.009G072700	paper_55
Sobic.009G101700	paper_43
Sobic.009G126800	paper_19
Sobic.009G134000	paper_28
Sobic.009G218450	paper_26
Sobic.009G237900	paper_28
Sobic.009G237900	paper_32
Sobic.009G237900	paper_39
Sobic.009G238500	paper_54
Sobic.009G238000	paper_4
Sobic.009G238100	paper_54
Sobic.009G238200	paper_0
Sobic.009G238200	paper_54
Sobic.009G238200	paper_84.pdf
Sobic.009G250500	paper_39
Sobic.009G250600	paper_32
Sobic.009G250600	paper_39
Sobic.009G250700	paper_39
Sobic.009G250800	paper_39
Sobic.009G260200	paper_31
Sobic.010G032000	paper_38
Sobic.010G057300	paper_4
Sobic.010G072300	paper_30
Sobic.010G072700	paper_8
Sobic.010G072800	paper_8
Sobic.010G096300	paper_81.pdf
Sobic.010G191301	paper_18
Sobic.010G198000	paper_83.pdf
Sobic.010G216600	paper_75.pdf
Sobic.010G242100	paper_42
